Nitrogen,Phosphorus,Potassium,OC,pH,Crop
274.8,45.1,181,1.33,6.5,Wheat
236.8,34,104.3,0.83,6.8,Wheat
199.6,38.4,140.7,0.87,6.8,Wheat
309.7,49.6,183,1.21,7.1,Wheat
430.8,68.5,275.3,1.8,6.7,Wheat
327.4,51.2,215.2,1.24,6.2,Wheat
294.2,45.8,187.4,1.14,7.3,Wheat
297.6,44.3,175.3,1.11,6.8,Wheat
376.7,52.4,228.7,1.46,6.8,Wheat
215.2,41.7,175,0.93,6.6,Wheat
362.2,46.5,183.6,1.55,7.4,Wheat
227.8,41.1,171.4,1.04,6.6,Wheat
277.3,38.3,180,1.29,7.2,Wheat
291.8,51.9,194.5,1.29,6.6,Wheat
263,51.9,206.5,1.26,6.7,Wheat
418.4,68.8,280,1.64,6.7,Wheat
414.1,65,244.2,1.67,6.4,Wheat
317.7,56.6,248,1.31,6.6,Wheat
342.8,59.3,265.1,1.57,7.2,Wheat
163.5,32.2,107.3,0.74,6.4,Wheat
330.3,47.3,236.4,1.34,6.4,Wheat
393.5,60.3,242.7,1.56,6.3,Wheat
289.7,46.8,217.5,1.19,6.6,Wheat
297,51.3,186.3,1.41,6.8,Wheat
272.9,51.9,185.6,1.02,6.8,Wheat
212.5,31.3,179,0.82,7.1,Wheat
190.3,36,134.5,0.65,6.3,Wheat
211.3,37.6,119.2,0.64,6.5,Wheat
254.6,46.5,183.4,1.17,6.5,Wheat
275.8,55.2,173.4,1.24,6.7,Wheat
218.2,42.2,168.4,1.11,6.8,Wheat
200,32.9,170.8,1,6.4,Wheat
185.6,44.9,115.8,0.71,6.6,Wheat
329.5,45.5,218.3,1.25,6.2,Wheat
265.2,49.1,196.8,1.2,6.8,Wheat
236.2,36.4,139.6,1.16,7,Wheat
197.4,46.4,206.6,0.91,6.7,Wheat
223.9,43.7,190.8,1.05,6.9,Wheat
223.5,38.6,151.2,0.96,6.8,Wheat
448.1,61.2,265.4,1.54,6.5,Wheat
286.7,53,201,1.08,6.6,Wheat
270.1,45.2,180.5,0.91,6.5,Wheat
278.9,52.9,197.5,1.16,6.6,Wheat
208.1,40.7,100,0.99,6.3,Wheat
303.7,50.9,237.2,1.42,7.3,Wheat
292.3,45.1,219.4,1.3,6.9,Wheat
233.7,44.6,194.2,0.98,6.4,Wheat
268.8,41.7,183.7,1.12,7,Wheat
199.1,33.7,155.2,1.09,6.1,Wheat
325,52,214.7,1.25,6.3,Wheat
218.5,34.1,157.2,0.98,6.6,Wheat
387.7,60.8,252.4,1.67,6.8,Wheat
265.9,35.8,160.8,1.09,7.2,Wheat
299.8,48.3,253.9,1.4,7.3,Wheat
270.6,37.4,163.4,1.01,6.3,Wheat
350.4,48.7,219.8,1.22,6.4,Wheat
311.5,51.4,222.9,1.38,6.4,Wheat
269,40.5,193,1.13,6.4,Wheat
376.9,60.8,267.8,1.75,7.1,Wheat
292.8,47.7,187.6,1.22,6.8,Wheat
303,55.5,223.3,1.15,6.8,Wheat
246,45.4,135.9,1.07,6.8,Wheat
376,56.5,280,1.53,7,Wheat
293.6,53.5,213.1,1.24,6.8,Wheat
311.3,49.1,196.4,1.18,6.8,Wheat
366.1,60,239.5,1.65,6.7,Wheat
262.8,42.5,169.9,1.02,6.5,Wheat
298,50.6,254.3,1.52,7.1,Wheat
364.9,58.4,221.5,1.7,7.2,Wheat
404,58.2,272,1.33,7.3,Wheat
243.4,44.8,153.7,1.11,6.8,Wheat
396,56,227.9,1.3,7.1,Wheat
280.7,44.3,172.7,1.22,7.1,Wheat
269.4,42,183.5,1.19,7.3,Wheat
382.1,57.4,254.4,1.48,6.6,Wheat
302.4,49.3,233.1,1.27,7,Wheat
281.5,47.7,158,1.11,7,Wheat
431.7,62.8,238.1,1.61,6.8,Wheat
216.6,42.6,181.3,1.03,7.2,Wheat
294.9,47.3,197.2,1.08,7.1,Wheat
288.9,46.8,180.1,1.19,6.1,Wheat
242.1,37,151.2,1,7.2,Wheat
246.2,43.9,175.2,1.11,7.2,Wheat
323.6,51.9,241.9,1.3,6.2,Wheat
305.8,45.9,206.7,1.22,7.1,Wheat
192.9,40.3,146.9,1.08,7.1,Wheat
365.1,54.9,255.1,1.46,7,Wheat
331.5,54.7,187.9,1.48,6.4,Wheat
409,55.1,266.1,1.62,7.2,Wheat
230.6,44.7,162.3,1,7,Wheat
234.7,36.9,136.2,0.77,6.6,Wheat
299.6,53.4,217.9,1.25,6.9,Wheat
263.7,47.6,161.6,1.24,6.9,Wheat
241.2,43,182.3,0.93,6.5,Wheat
253.6,44.9,163.4,1.18,6.2,Wheat
260.9,39.9,188.1,1.1,6.5,Wheat
305.1,58.1,205,1.45,6.6,Wheat
415.6,68.6,246.5,1.75,6.8,Wheat
255.9,48.2,189.3,1.09,7.1,Wheat
370.6,57.4,209.3,1.43,6.7,Wheat
195,35,156.6,0.86,6.9,Wheat
331.5,47.8,195.8,1.44,6.9,Wheat
180.5,33.8,100,0.64,6.9,Wheat
337.4,50.9,224.9,1.29,6.5,Wheat
276.8,47.8,154.5,1.06,6.5,Wheat
265.6,45.9,215.4,1.19,6.4,Wheat
242.8,47.1,177.2,0.98,7,Wheat
209.9,35.2,163.1,1.12,7,Wheat
230.2,42.1,178.2,1.01,6.3,Wheat
217.8,38.6,168.5,0.9,6.5,Wheat
190.7,35,147.9,0.66,7,Wheat
405.2,61.5,280,1.57,7.2,Wheat
405.5,52.4,203,1.66,7.2,Wheat
290.8,55,222.4,1.12,6.9,Wheat
228.3,46.7,176.5,0.99,7,Wheat
173.4,30,100,0.86,6.4,Wheat
333.1,49.6,188.7,1.32,6.7,Wheat
335.5,46.7,196.9,1.51,6.2,Wheat
402.4,58.2,280,1.73,7.2,Wheat
311.4,45.1,162,1.28,6.2,Wheat
415.8,63.1,244.7,1.58,6.8,Wheat
164.6,30.2,110.3,0.6,7.4,Wheat
413.8,61.1,218.3,1.8,6.6,Wheat
157.6,36.3,109.9,0.83,7.4,Wheat
188.1,43.8,140.7,0.83,6.5,Wheat
358.1,60.5,251.3,1.55,6.5,Wheat
290.6,51.7,223.6,1.31,6.4,Wheat
415.3,63.2,273.8,1.62,6.4,Wheat
275.5,43.7,191.7,1.03,7.3,Wheat
120,30,100,0.6,6.8,Wheat
340.9,51.2,195.7,1.3,6.2,Wheat
163.4,37,133.3,0.88,6.8,Wheat
219.3,36.5,139.2,0.94,7.3,Wheat
245.9,49.2,155.3,1.14,6.9,Wheat
298.2,52.6,200.6,1.31,7.3,Wheat
140.4,33.9,117.2,0.62,6.9,Wheat
292.4,49.2,186.2,1.38,6.6,Wheat
397.9,64.8,280,1.55,6.5,Wheat
138.1,30,129.5,0.65,6.4,Wheat
308.9,62.4,260.9,1.52,6.7,Wheat
253.6,57.5,207.2,1.28,6.3,Wheat
180.2,34.9,141.4,0.85,6.7,Wheat
232.5,37.9,149.3,0.68,6.6,Wheat
234.8,41.2,190.8,1.02,7.3,Wheat
197.6,33.7,171.1,0.94,7.2,Wheat
205.2,35.6,130.6,0.9,6.6,Wheat
258.1,42.3,197.6,0.91,7.1,Wheat
339,54.8,231.5,1.51,6.9,Wheat
341.5,54.6,214,1.4,6.6,Wheat
366.3,60.1,243.3,1.25,6.3,Wheat
406.8,58.4,265.4,1.61,7.2,Wheat
330.3,53.4,207.7,1.32,6.7,Wheat
356.1,56.7,233.5,1.5,6.5,Wheat
450,66.5,261.8,1.8,7.1,Wheat
406.5,61.5,252.1,1.52,6.9,Wheat
272.3,43.9,155.9,1.4,6.9,Wheat
195.5,39.3,144.6,0.77,6.4,Wheat
143.7,31.4,109.5,0.97,6.5,Wheat
267,40.5,158.2,0.93,6.6,Wheat
262.7,50,186.3,1.23,7.1,Wheat
329.3,54.6,218.1,1.46,6.9,Wheat
243.3,38,198.9,1.04,6.4,Wheat
256.1,40.5,156.7,0.96,6.4,Wheat
244.3,35.6,155,1.15,7.3,Wheat
366,60.8,278.5,1.45,6.8,Wheat
387.3,59.8,192.9,1.55,6.9,Wheat
248.3,39.5,149.7,0.99,6.7,Wheat
149.4,30,117.1,0.86,6.5,Wheat
405.5,58.1,280,1.72,7.3,Wheat
427.9,66.7,270,1.8,7.1,Wheat
390,57.7,265.7,1.7,7,Wheat
322.5,54.1,208.2,1.42,7,Wheat
279.4,53.9,157.9,1.17,6.5,Wheat
271.6,45.7,168.7,1.21,6.2,Wheat
366.1,48.9,235.1,1.43,6.8,Wheat
244,33.7,149.5,0.94,7.1,Wheat
323.8,54.3,227.2,1.33,7.3,Wheat
168.6,33.8,163.1,0.78,6.7,Wheat
287.4,56.8,212.6,1.34,7.4,Wheat
298.4,46.1,208.8,1.46,6.5,Wheat
332.6,59.3,222,1.42,6.6,Wheat
233,45.1,162.8,0.99,6.8,Wheat
146.4,38,142.7,0.82,7,Wheat
235.9,41.6,160.3,1.31,6.8,Wheat
443.6,60.4,233.1,1.74,6.6,Wheat
314.9,53.7,174.2,1.31,6.7,Wheat
366,58.6,218.4,1.33,6.4,Wheat
245.8,41,148.5,1.19,6.3,Wheat
377.8,52.4,238.5,1.51,7.3,Wheat
284.7,51.5,197.6,1.09,6.6,Wheat
391.2,58.9,255.4,1.62,7,Wheat
257.4,34.4,139.4,0.77,6.4,Wheat
358.5,53,245.3,1.5,7.2,Wheat
334.8,47.5,211.1,1.41,6.5,Wheat
260.8,48.2,207.4,1.25,6.8,Wheat
292.3,47.5,172.4,1.27,6.2,Wheat
403.8,61.4,224.5,1.44,6.9,Wheat
361.4,57.8,242.6,1.41,7,Wheat
344.2,51.9,238.6,1.49,7.3,Wheat
290.1,42.8,201.7,1.25,6.7,Wheat
297.9,44.5,210.7,1.23,6.6,Wheat
217.2,30.5,148.2,1.08,6.5,Wheat
221.8,46.7,169.1,1.1,6.9,Wheat
240.3,41.9,111.5,0.95,6.7,Wheat
174.7,38,147.9,0.88,6.8,Wheat
185.6,30,119.9,0.72,7,Wheat
348.4,53.3,192.7,1.55,6.2,Wheat
381.8,63.4,229.1,1.39,6.7,Wheat
372.4,52.4,244,1.51,7.1,Wheat
266.3,38.2,205.6,1.06,6.4,Wheat
324.3,56,212,1.43,6.7,Wheat
227.8,41.3,131.8,0.88,6.6,Wheat
146.7,33.3,108.8,0.6,7.2,Wheat
337.4,67,210.1,1.42,6.7,Wheat
284.1,60.9,170.3,1.35,6.9,Wheat
244.5,44.9,166,1.17,7.3,Wheat
196,43.8,169.5,0.92,6.9,Wheat
192.3,37.7,145,0.88,6.9,Wheat
171.5,38.5,143.4,0.7,6.9,Wheat
239.6,41.4,138.5,1.08,7.1,Wheat
292,49.7,179.2,1.19,7,Wheat
203,35.7,132.1,0.78,7,Wheat
382.9,55.5,226.1,1.59,7.1,Wheat
194.6,33.1,119.7,0.74,6.4,Wheat
385.7,60.1,243.3,1.72,6.6,Wheat
195.1,40.6,160.2,0.94,6.8,Wheat
335,49.7,171.3,1.48,7.2,Wheat
222.1,36.2,191.2,0.93,7.3,Wheat
214.5,39.3,159.3,0.86,6.8,Wheat
381.4,61.5,238.4,1.66,6.6,Wheat
374.2,53.3,252.3,1.55,6.5,Wheat
177,39,138.7,0.85,7,Wheat
271.2,48.7,218.1,1.15,6.7,Wheat
298.8,49.8,168.5,1.13,6.6,Wheat
335.2,50.9,235.1,1.27,7.1,Wheat
149.4,34.3,100,0.61,6.7,Wheat
357.2,58.7,243.4,1.69,6.7,Wheat
151.9,37.5,132.5,0.61,6.5,Wheat
373.4,57.1,254.5,1.58,6.9,Wheat
275.4,49.8,196.4,1.19,6.4,Wheat
379.9,53.3,231.2,1.59,6.3,Wheat
270.2,45,202.5,1.21,7,Wheat
185.7,35.3,158.5,0.87,7.3,Wheat
260.7,41.8,168.6,1.14,6.6,Wheat
288.8,50,207.7,1.14,6.8,Wheat
285.4,46.8,168.6,1.14,6.3,Wheat
288.4,49.5,204.6,1.43,7.1,Wheat
181.1,32.5,178.7,0.83,6.3,Wheat
335.6,42.5,193.1,1.36,7.1,Wheat
357.8,51.5,194,1.4,6.8,Wheat
450,67.3,275.6,1.72,6.3,Wheat
120,30,119.9,0.6,7.4,Wheat
141.7,30.1,100,0.6,6.6,Wheat
335,50.7,231.4,1.42,6.6,Wheat
366,52,212.2,1.4,7,Wheat
342.6,49.2,204.1,1.34,6,Wheat
324.9,58.7,231.6,1.45,6.8,Wheat
155.7,33.6,162.6,0.7,7.1,Wheat
265.5,58.5,213.9,1.05,6.8,Wheat
388.7,66.3,273.4,1.7,6.8,Wheat
450,70,277.3,1.8,6.7,Wheat
167.6,42,162.6,0.88,6.6,Wheat
267.2,45.1,172.7,0.99,7.3,Wheat
367.4,54.6,253.8,1.54,7.2,Wheat
384.2,55.9,227.7,1.35,7,Wheat
396.2,63.8,260.2,1.77,6.2,Wheat
314.4,52,213.1,1.17,7.1,Wheat
259.9,49.8,191.4,1.03,6.5,Wheat
403.4,57.6,247.8,1.43,6.9,Wheat
197.9,34.1,142.5,0.81,6.1,Wheat
450,67.7,278.9,1.73,6.3,Wheat
270.9,46.6,144.2,1.18,7,Wheat
279.6,46.8,207.1,1.31,6.6,Wheat
195.4,30,140.1,0.87,7.4,Wheat
122.5,30,136.5,0.6,6.5,Wheat
270.4,43.3,165,1.01,6.7,Wheat
294,49.8,178.6,1.29,7.1,Wheat
270.4,38,177,1.14,6.1,Wheat
315.2,59,187.7,1.42,6.1,Wheat
334.6,61.1,219.2,1.22,6.8,Wheat
375.1,68.3,273.3,1.43,6.8,Wheat
140.9,30,101.2,0.7,7.2,Wheat
275.6,54.8,230.3,1.29,6.4,Wheat
268.4,47.2,156.2,1.11,7,Wheat
159.5,33,146.6,0.85,6.7,Wheat
281.8,41.4,233.7,1.21,7.5,Wheat
374.1,62.6,244.5,1.53,6.5,Wheat
269.4,40,175.6,1.02,7.1,Wheat
449.7,64,202.1,1.71,6.2,Wheat
120,30,100,0.73,6.5,Wheat
333.3,55.5,218.3,1.33,7.3,Wheat
221.8,35,124.7,1,6.3,Wheat
205.2,34.2,124.3,0.83,6,Wheat
432.7,64.4,237.3,1.57,6.4,Wheat
364.4,53.8,280,1.54,6.4,Wheat
154.6,35.3,113.6,0.6,6.9,Wheat
159.8,30,135.6,0.76,7.2,Wheat
159.1,30,117.3,0.78,7.4,Wheat
133.9,30,147.6,0.68,6.5,Wheat
256.9,31.7,160.2,0.97,6.6,Wheat
365.4,51.7,247.6,1.64,6.3,Wheat
415.9,64.8,271.4,1.64,6.5,Wheat
183,30,100,0.87,6.1,Wheat
269,41.5,159.1,1.02,6.2,Wheat
126.9,30.8,114.9,0.78,6.1,Wheat
200.7,36.3,168.8,0.84,7.2,Wheat
160.9,30,170.8,0.86,7.4,Wheat
277.8,48.8,227.6,1.21,7.2,Wheat
215.4,36.2,192,0.94,7.2,Wheat
124.3,30,100,0.6,6.5,Wheat
393.5,55.3,243,1.41,6.6,Wheat
192.9,41.8,151,0.95,7.1,Wheat
152.8,30.7,156.8,0.75,7.1,Wheat
292.4,45.7,218.4,1.12,6.5,Wheat
334.2,48.5,227.4,1.49,7.2,Wheat
120,30,147.3,0.6,6.1,Wheat
279,38.7,151.3,1.05,7.4,Wheat
393,58.3,251.3,1.54,6.2,Wheat
450,63.1,280,1.78,6.3,Wheat
276.6,48.7,194,1.11,6.9,Wheat
353,62.1,244.9,1.56,7,Wheat
292.3,44.5,216.3,1.15,7,Wheat
375.6,52.1,244.1,1.52,6.1,Wheat
275.9,45.2,177.3,1.2,7.4,Wheat
349.6,51.4,271,1.32,7.3,Wheat
182.9,30,111.7,0.64,7.3,Wheat
158.8,30,121.5,0.75,7.4,Wheat
390.5,61.4,260.2,1.69,6.3,Wheat
138.1,33.4,116.7,0.72,6.9,Wheat
432.8,55.4,192.8,1.53,7.4,Wheat
425.4,57.2,267.8,1.7,7.4,Wheat
318.3,52.9,205.3,1.43,6.6,Wheat
172.7,32.9,130.5,0.69,6.2,Wheat
160.6,38.9,130.7,0.86,6.7,Wheat
124.9,35.1,100,0.64,6.4,Wheat
388.2,63.9,206.1,1.65,6.8,Wheat
166.8,31.4,118.7,0.84,6.5,Wheat
137.1,30,100,0.67,7.4,Wheat
386.6,62.3,273.1,1.66,6.9,Wheat
373.8,59.3,192.1,1.54,7.1,Wheat
430.1,61.8,280,1.65,7.1,Wheat
341.3,53.8,237.3,1.57,6.1,Wheat
257,46.3,203.4,0.99,7.1,Wheat
120,30,104.6,0.6,6.2,Wheat
442.5,67.2,280,1.69,7.3,Wheat
447,66.2,280,1.8,7.2,Wheat
349.5,65.3,235.4,1.43,6.8,Wheat
376.5,60.3,265.6,1.52,6.2,Wheat
292.1,41.5,188.3,1.28,6.5,Wheat
201.7,36.4,154.2,0.95,7.3,Wheat
312.4,54.4,191.6,1.3,7.1,Wheat
325,47.1,182.3,1.23,6.1,Wheat
223.8,43,188.9,0.9,6.9,Wheat
365.5,48,230.4,1.42,6,Wheat
327.3,51.6,222.1,1.41,7.3,Wheat
125.3,30,119.9,0.6,7.1,Wheat
350.3,59.6,191.5,1.48,7,Wheat
253,50.5,193.2,1.2,6.9,Wheat
194.2,34.1,135.4,0.75,7.2,Wheat
405.3,61,251.3,1.71,6.4,Wheat
322.5,51.9,144.7,1.12,6.4,Wheat
423.1,58.8,260.2,1.78,6,Wheat
391.5,60.4,255.7,1.64,6.3,Wheat
348.7,56.7,214.7,1.49,7.1,Wheat
393.3,55.3,249.6,1.59,6.3,Wheat
327.8,46.3,227.3,1.26,7.5,Wheat
186.9,30,108.3,0.73,7.2,Wheat
343.1,46.6,189.7,1.49,6.1,Wheat
309.6,49.1,218.7,1.44,7.4,Wheat
236.5,49.2,138.4,1.06,6.7,Wheat
197.5,33.4,151.4,0.84,7.1,Wheat
238.6,39.7,178.9,1.17,6.1,Wheat
366.6,55.5,255.7,1.41,6.1,Wheat
416.2,59.8,256.3,1.58,7.3,Wheat
338.2,56.6,230.8,1.54,6.5,Wheat
138.4,30.9,140.7,0.65,7.5,Wheat
201.9,49.3,181.2,0.96,6.7,Wheat
410.8,61.1,264.6,1.75,7.1,Wheat
223.2,37.7,133,0.98,7.2,Wheat
436.2,63.6,280,1.73,6,Wheat
353.5,55.7,227.7,1.39,6.5,Wheat
201.2,39.2,162.5,0.83,7.2,Wheat
227.7,38.8,155.3,1.05,6.4,Wheat
392.1,62.6,249.5,1.53,6.3,Wheat
362.8,58.2,220.4,1.6,7.5,Wheat
173.3,32.4,139.6,0.86,7.3,Wheat
207.3,43.5,143.8,0.99,6.6,Wheat
293.9,53.8,192.5,1.25,7,Wheat
213.4,32.5,120.1,0.79,6,Wheat
238.7,37.5,156.2,1.11,6.1,Wheat
122.8,30,114,0.7,7.3,Wheat
169.2,30,117.8,0.73,6.1,Wheat
384,57.3,214.4,1.63,7.1,Wheat
182.4,33.3,132.3,0.95,6.4,Wheat
390.9,63,248.7,1.64,6.1,Wheat
234.9,35.9,154.8,1.05,6.2,Wheat
274,50,174.2,1.26,7,Wheat
274.3,57.2,153.5,1.22,6.7,Wheat
131.2,30,100,0.65,6.5,Wheat
223.4,40.6,173.9,0.9,6.8,Maize
241.2,39.4,153,1.1,7,Maize
190.5,35.9,125.4,0.76,6.4,Maize
257.5,45.4,192.5,1.01,6.3,Maize
231.8,43,172.1,0.93,6,Maize
248.3,43.6,148.2,0.85,6.5,Maize
271.2,45.6,184.9,1,6.8,Maize
301.7,50,200.4,1.21,6.2,Maize
331.3,53.7,227.4,1.5,6.1,Maize
143.2,25,152.2,0.78,6.6,Maize
246.6,35.2,132,0.89,7,Maize
238,41.5,175.8,1.08,6.6,Maize
248.4,37.7,174,1.05,6.2,Maize
279.5,49.2,217.7,1.18,6.7,Maize
155,32.5,113.3,0.65,6.3,Maize
306.5,53.4,187.7,1.24,6.8,Maize
265.7,44.2,203.9,1.13,6.7,Maize
170.3,35.4,95.5,0.79,6.3,Maize
228.9,37.7,163.1,0.99,6.3,Maize
270,52.2,184.4,1.17,6.6,Maize
269.9,43.9,161.1,1.08,6.3,Maize
177.1,42.8,132.6,0.78,6.7,Maize
182.3,35.2,173,0.78,6.9,Maize
205.7,38.5,150.2,0.88,6.9,Maize
264.5,51.6,213.5,1.13,7,Maize
239.7,47.4,174.3,1.13,6.8,Maize
161.9,34.1,158.8,0.83,7,Maize
279.1,48.3,159.1,1.09,6.7,Maize
179.7,32,127.4,0.84,6.8,Maize
251.2,40.4,182.2,0.96,5.8,Maize
228.8,35.2,153.5,0.85,6.1,Maize
256.1,45,167.1,1.1,6.3,Maize
251.1,44.6,188.2,1.01,6.2,Maize
196.8,32.1,132.6,0.85,6.2,Maize
233.6,37.2,174.6,0.9,6.2,Maize
170.2,38.7,125.2,0.75,6.4,Maize
207,43.9,165.2,0.87,6.5,Maize
292,51.6,166.1,1.07,6.6,Maize
280.5,38.5,227.8,1.07,6.1,Maize
280.7,45.2,213.9,1.25,6.5,Maize
211.7,40.3,170.3,0.91,7,Maize
183.6,35.3,154.2,0.86,6.2,Maize
136.9,29.2,91.1,0.6,6.4,Maize
318.5,56.8,197.7,1.31,6.9,Maize
218.7,39.6,150.2,1.05,6.4,Maize
262.9,52.8,192.7,1.11,6.3,Maize
327,48.4,209.8,1.12,6.8,Maize
218,41,154.1,0.96,6.4,Maize
287.6,53.1,168.9,1.07,6.4,Maize
336.1,54.3,242.3,1.27,6.3,Maize
302.6,48.9,229.8,1.15,6.1,Maize
230.1,37.3,168.9,0.88,6.5,Maize
236.6,42.1,168.1,0.94,7,Maize
250.1,38,146.7,0.99,6.3,Maize
188,25,144.1,0.75,7,Maize
269,54.5,202.7,1.2,6.4,Maize
207.2,30.4,124.5,0.76,6.1,Maize
335.9,55.3,241,1.28,6.7,Maize
218.4,37.1,169.3,0.98,6.7,Maize
272.6,37.8,211.5,1.19,7.2,Maize
281.7,42.3,172.9,1.02,6.5,Maize
280.3,46.3,209.7,1.16,6.3,Maize
293.3,47.5,225.4,1.15,5.8,Maize
241.2,45.7,186.1,1.23,6.1,Maize
190.6,37.8,139.7,0.87,6.7,Maize
237.3,43.7,164.2,0.95,6.1,Maize
324.1,51.6,207.4,1.25,6.6,Maize
245,49.7,214.4,1.02,6.5,Maize
250.4,47.8,205.6,1.06,6.3,Maize
274.8,46.7,195.7,0.94,6.5,Maize
227.7,33.3,150.7,0.88,6.6,Maize
273.4,48.5,176,0.98,6.5,Maize
197.1,41.5,164.3,0.99,6.5,Maize
225.8,45.9,151.9,0.94,6.7,Maize
250.1,36.1,177.4,1.04,7.1,Maize
270.5,42,185.2,1.22,5.7,Maize
244.5,45.4,197.2,1.12,6.1,Maize
181.2,29,124.6,0.74,6,Maize
260.5,56,196.8,1.17,6.6,Maize
247.7,44.5,142.2,0.98,6.2,Maize
184.1,35.1,116.7,0.88,6.3,Maize
263.4,51.2,184.4,1.11,6.3,Maize
275.7,41.8,216.4,1.14,7.1,Maize
240.5,45.4,168.7,1.11,6.4,Maize
168.5,36.4,139.4,0.87,5.9,Maize
223.7,41.4,160,0.92,6.1,Maize
278.7,50,189.1,1.2,6.1,Maize
276.6,45.4,157.1,1.08,6.5,Maize
194,35.1,151.2,0.89,7.1,Maize
193.6,35.2,146.1,0.88,5.8,Maize
248.2,52.9,175.7,1.21,6.6,Maize
324.8,50.2,197.6,1.13,6.4,Maize
237.5,37.9,186.8,1.18,6.7,Maize
254.9,54.6,225.8,1.18,6.3,Maize
236.2,42.9,156.9,0.92,6.5,Maize
228.7,42,174.6,0.94,6.3,Maize
280.2,44.9,218.2,1.27,6.9,Maize
301,47.5,213.2,1.24,6.2,Maize
253.9,39,217.5,1.02,7.3,Maize
237.3,48.2,194.7,1.01,6.3,Maize
163.6,27.6,173.4,0.87,7.3,Maize
282,49.4,200.6,1.29,6.7,Maize
181.2,32.5,170.1,0.8,6.9,Maize
276.8,48.9,171.4,1.16,6.6,Maize
302.8,57.3,222.6,1.34,6.6,Maize
221.8,39,160.4,0.95,6.3,Maize
226.2,47.2,149.9,1.08,6.8,Maize
357.9,59,235.6,1.41,6.9,Maize
370,56.5,227.8,1.43,6.1,Maize
274.8,53.5,222.5,1.23,6.8,Maize
314.7,51.4,191.4,1.14,6.1,Maize
151,36.2,128.3,0.77,6.6,Maize
227.7,44.3,160,0.9,6.6,Maize
354.1,65,198.1,1.32,6.3,Maize
217.6,41.6,190.1,0.99,6.2,Maize
266.5,46,183.5,1.19,6.7,Maize
223.1,40,179.1,0.93,6.9,Maize
255.8,39,205.7,1.27,5.9,Maize
300.3,48,193.1,1.17,6.2,Maize
298.6,54.6,197.2,1.19,6,Maize
239.3,38,157.3,1.09,6.4,Maize
126.3,27.4,96.2,0.51,7.1,Maize
149.6,30.8,115.4,0.7,6.4,Maize
354.5,53.8,203.4,1.29,6.4,Maize
128.4,25.9,123.6,0.74,6.8,Maize
226,40.9,156.9,0.94,6.9,Maize
248.1,44.3,164.6,0.96,6.4,Maize
260.5,38.9,157.1,1.1,5.6,Maize
111.7,25,98.6,0.61,6.3,Maize
221.9,42.2,183.5,1.1,6.4,Maize
191.4,34.5,162.8,0.91,6,Maize
178.6,32.1,152.8,0.83,6.3,Maize
253.1,39.3,151,1.03,6.3,Maize
273.5,38.6,226.5,1.14,7.1,Maize
271.4,43.5,182.9,1.11,7,Maize
283.4,46,179,1.05,6.8,Maize
101.3,25,90,0.59,6.9,Maize
257.1,55.9,207.5,1.19,7.2,Maize
237.9,53.2,194.2,1.16,6.4,Maize
211.8,41.8,193.6,1,6.7,Maize
149.5,35.5,119.9,0.66,6.5,Maize
207.4,35.9,163.6,0.78,6,Maize
166.8,25.8,135.5,0.78,6.9,Maize
190.3,29.6,120.8,0.8,6.6,Maize
269.7,48.4,184.4,1.17,6,Maize
331.6,53.3,209.9,1.33,6.4,Maize
379.5,52.2,185.3,1.41,7.2,Maize
244,47.2,183.4,0.97,6.9,Maize
179.9,34.7,135.5,0.88,6.1,Maize
294.4,45.9,198.3,1.18,6.1,Maize
162.4,35.1,90,0.68,6.2,Maize
275.1,39.9,198.8,1.2,6.9,Maize
357.3,56.9,224.6,1.4,6.5,Maize
346.7,56.7,243.1,1.32,6.2,Maize
256.1,41.9,176.7,0.96,6.7,Maize
298.7,47.1,202.5,1.32,6.9,Maize
380,61.8,234.2,1.42,6.2,Maize
123.6,25.3,100,0.61,6.7,Maize
322.7,61.2,207.6,1.46,6.5,Maize
260.6,50.3,214.8,1.07,6.6,Maize
218.7,39.6,137.9,0.97,6.7,Maize
247.8,38.2,214.1,0.98,6.7,Maize
184.4,37.5,151.8,0.7,6.8,Maize
322.5,55.8,241.5,1.29,6.5,Maize
165.3,30.9,95.6,0.69,6.1,Maize
166.8,33.5,118.8,0.8,6.5,Maize
317.7,52.4,251.9,1.2,6.3,Maize
264.7,42.7,138.6,0.83,6.9,Maize
240.2,33.8,193.5,1,7.3,Maize
282,57,182.8,1.17,6.5,Maize
170.4,33.4,116.4,0.73,7.4,Maize
325.5,47.6,180,1.21,6.8,Maize
270.8,46.5,186.5,1.06,7.2,Maize
339.1,53.1,249.3,1.42,5.8,Maize
143.6,25.2,109.4,0.69,6.1,Maize
127.7,25,101.6,0.61,6.3,Maize
311.3,48,186.5,1.27,7.1,Maize
254.6,40.8,159.1,1.18,6.7,Maize
172.3,36,103.3,0.82,6.2,Maize
182.1,38.2,125.1,0.79,6.3,Maize
246.5,45.8,204.8,1.14,6.6,Maize
254.5,48.6,191.5,0.92,6.1,Maize
278.3,46.2,195.5,1.11,7.2,Maize
155.7,30.9,104.9,0.63,6.7,Maize
283.6,45.7,181,1.34,7.1,Maize
270.3,47,236.1,0.99,6.6,Maize
215.8,37.8,157.4,0.87,6.3,Maize
250.2,35.1,206.7,1.05,7.1,Maize
209.6,33.2,144.1,0.97,6.2,Maize
280.6,47.9,198.3,1.3,6.9,Maize
